subscription_id,customer_id,subscription_tier,monthly_revenue,subscription_start_date,subscription_end_date,is_active,payment_method,created_at,updated_at
SUB_000576,CUST_000231,premium,99,2023-07-31,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000577,CUST_001917,enterprise,99,2023-08-01,2024-02-08,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000578,CUST_000342,basic,29,2023-08-02,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000579,CUST_000476,enterprise,99,2023-08-03,2025-04-14,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000580,CUST_001822,enterprise,99,2023-08-04,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000581,CUST_000575,premium,99,2023-08-05,2024-05-17,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000582,CUST_000454,enterprise,99,2023-08-06,2024-03-03,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000583,CUST_001255,premium,299,2023-08-07,2025-08-18,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000584,CUST_000288,premium,99,2023-08-08,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000585,CUST_001236,enterprise,29,2023-08-09,2024-12-31,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000586,CUST_000257,basic,99,2023-08-10,2024-05-31,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000587,CUST_000529,premium,99,2023-08-11,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000588,CUST_000686,enterprise,299,2023-08-12,2024-08-10,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000589,CUST_000928,premium,99,2023-08-13,2025-05-07,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000590,CUST_000228,basic,299,2023-08-14,2024-06-24,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000591,CUST_001249,basic,29,2023-08-15,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000592,CUST_000595,premium,299,2023-08-16,2025-03-13,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000593,CUST_001826,basic,99,2023-08-17,2024-05-20,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000594,CUST_000434,enterprise,29,2023-08-18,2024-03-20,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000595,CUST_000881,enterprise,99,2023-08-19,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000596,CUST_001020,premium,299,2023-08-20,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000597,CUST_001781,basic,29,2023-08-21,2024-11-11,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000598,CUST_000401,enterprise,29,2023-08-22,2024-11-22,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000599,CUST_000621,enterprise,299,2023-08-23,2024-07-12,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000600,CUST_001789,enterprise,299,2023-08-24,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000601,CUST_000087,premium,29,2023-08-25,2025-01-08,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000602,CUST_000583,premium,29,2023-08-26,2024-04-11,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000603,CUST_001916,enterprise,299,2023-08-27,2024-04-05,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000604,CUST_001565,enterprise,99,2023-08-28,2024-08-10,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000605,CUST_001707,basic,29,2023-08-29,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000606,CUST_000308,basic,299,2023-08-30,2024-07-16,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000607,CUST_000905,basic,99,2023-08-31,2025-07-20,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000608,CUST_000342,premium,29,2023-09-01,2024-05-11,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000609,CUST_000435,enterprise,29,2023-09-02,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000610,CUST_000176,premium,299,2023-09-03,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000611,CUST_000138,enterprise,99,2023-09-04,2025-05-22,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000612,CUST_000193,basic,29,2023-09-05,2024-11-16,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000613,CUST_001209,basic,99,2023-09-06,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000614,CUST_001241,basic,99,2023-09-07,2024-03-08,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000615,CUST_001187,basic,29,2023-09-08,2025-07-23,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000616,CUST_001184,enterprise,99,2023-09-09,2024-11-19,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000617,CUST_000942,basic,29,2023-09-10,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000618,CUST_000524,enterprise,99,2023-09-11,2024-02-05,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000619,CUST_001831,enterprise,29,2023-09-12,2024-10-27,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000620,CUST_001624,premium,299,2023-09-13,2025-08-11,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000621,CUST_001859,basic,29,2023-09-14,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000622,CUST_001065,basic,29,2023-09-15,2024-05-24,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000623,CUST_000914,premium,29,2023-09-16,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000624,CUST_000209,enterprise,99,2023-09-17,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000625,CUST_000740,basic,299,2023-09-18,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000626,CUST_000861,enterprise,99,2023-09-19,2025-07-16,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000627,CUST_001298,premium,99,2023-09-20,2025-02-01,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000628,CUST_000953,enterprise,29,2023-09-21,2024-08-30,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000629,CUST_001302,basic,99,2023-09-22,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000630,CUST_001274,enterprise,29,2023-09-23,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000631,CUST_001333,enterprise,299,2023-09-24,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000632,CUST_001743,basic,99,2023-09-25,2025-03-07,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000633,CUST_000832,basic,99,2023-09-26,2025-06-05,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000634,CUST_000139,enterprise,99,2023-09-27,2024-07-17,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000635,CUST_000791,enterprise,29,2023-09-28,2024-06-30,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000636,CUST_000545,premium,29,2023-09-29,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000637,CUST_001844,basic,99,2023-09-30,2025-08-02,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000638,CUST_001016,enterprise,99,2023-10-01,2025-06-17,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000639,CUST_001927,basic,299,2023-10-02,2024-09-27,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000640,CUST_001553,premium,299,2023-10-03,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000641,CUST_000056,enterprise,299,2023-10-04,2024-02-22,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000642,CUST_000111,enterprise,299,2023-10-05,2024-03-13,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000643,CUST_000004,enterprise,299,2023-10-06,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000644,CUST_001433,basic,29,2023-10-07,2024-07-23,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000645,CUST_001437,premium,299,2023-10-08,2025-05-05,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000646,CUST_001205,basic,299,2023-10-09,2024-09-30,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000647,CUST_001036,enterprise,99,2023-10-10,2024-03-06,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000648,CUST_001362,premium,29,2023-10-11,2025-07-23,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000649,CUST_001820,enterprise,299,2023-10-12,2024-04-30,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000650,CUST_001282,enterprise,299,2023-10-13,2025-01-23,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000651,CUST_000089,basic,299,2023-10-14,2024-09-14,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000652,CUST_000615,enterprise,99,2023-10-15,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000653,CUST_000890,premium,99,2023-10-16,2024-03-08,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000654,CUST_000697,enterprise,99,2023-10-17,2024-03-13,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000655,CUST_001273,enterprise,299,2023-10-18,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000656,CUST_001278,basic,99,2023-10-19,2024-04-07,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000657,CUST_001611,premium,299,2023-10-20,2024-12-31,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000658,CUST_000897,basic,29,2023-10-21,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000659,CUST_000970,enterprise,299,2023-10-22,2024-07-10,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000660,CUST_001131,basic,99,2023-10-23,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000661,CUST_000667,basic,29,2023-10-24,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000662,CUST_000593,basic,299,2023-10-25,2025-07-21,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000663,CUST_000588,basic,29,2023-10-26,2024-09-16,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000664,CUST_000484,enterprise,29,2023-10-27,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000665,CUST_000981,enterprise,29,2023-10-28,2024-12-07,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000666,CUST_000971,premium,299,2023-10-29,2025-05-17,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000667,CUST_001281,basic,99,2023-10-30,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000668,CUST_000638,basic,299,2023-10-31,2025-07-20,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000669,CUST_000996,premium,99,2023-11-01,2025-07-07,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000670,CUST_001926,basic,299,2023-11-02,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000671,CUST_000281,premium,299,2023-11-03,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000672,CUST_000985,enterprise,299,2023-11-04,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000673,CUST_001111,premium,99,2023-11-05,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000674,CUST_001227,basic,299,2023-11-06,2024-12-28,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000675,CUST_000015,premium,29,2023-11-07,2024-08-08,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000676,CUST_001174,enterprise,299,2023-11-08,2024-06-20,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000677,CUST_000935,basic,29,2023-11-09,2024-07-15,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000678,CUST_000253,enterprise,99,2023-11-10,2024-10-15,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000679,CUST_001211,enterprise,99,2023-11-11,2024-05-20,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000680,CUST_000328,premium,299,2023-11-12,2025-07-14,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000681,CUST_000543,enterprise,299,2023-11-13,2025-08-14,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000682,CUST_000782,basic,299,2023-11-14,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000683,CUST_000996,enterprise,29,2023-11-15,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000684,CUST_001420,enterprise,99,2023-11-16,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000685,CUST_001540,premium,29,2023-11-17,2024-12-05,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000686,CUST_001482,enterprise,29,2023-11-18,2024-04-20,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000687,CUST_001353,premium,299,2023-11-19,2025-04-06,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000688,CUST_001843,premium,299,2023-11-20,2024-06-25,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000689,CUST_000844,basic,29,2023-11-21,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000690,CUST_001192,basic,29,2023-11-22,2024-04-08,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000691,CUST_001716,basic,299,2023-11-23,2024-08-03,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000692,CUST_000365,basic,299,2023-11-24,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000693,CUST_001201,premium,29,2023-11-25,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000694,CUST_000654,enterprise,299,2023-11-26,2024-10-30,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000695,CUST_001385,basic,299,2023-11-27,2025-06-13,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000696,CUST_000759,basic,29,2023-11-28,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000697,CUST_000638,basic,29,2023-11-29,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000698,CUST_001798,enterprise,99,2023-11-30,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000699,CUST_001063,basic,29,2023-12-01,2025-06-19,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000700,CUST_000923,enterprise,299,2023-12-02,2024-06-28,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000701,CUST_000415,premium,29,2023-12-03,2024-03-29,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000702,CUST_001378,premium,29,2023-12-04,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000703,CUST_000254,premium,29,2023-12-05,2025-08-21,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000704,CUST_001166,enterprise,99,2023-12-06,2025-01-31,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000705,CUST_001775,basic,99,2023-12-07,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000706,CUST_001763,basic,299,2023-12-08,2025-08-19,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000707,CUST_001876,basic,99,2023-12-09,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000708,CUST_000709,basic,29,2023-12-10,2024-12-06,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000709,CUST_000576,basic,99,2023-12-11,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000710,CUST_000899,enterprise,29,2023-12-12,2025-04-03,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000711,CUST_000010,premium,99,2023-12-13,2024-07-15,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000712,CUST_001643,basic,99,2023-12-14,2024-02-08,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000713,CUST_000025,premium,99,2023-12-15,2024-02-27,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000714,CUST_000956,enterprise,29,2023-12-16,2024-02-26,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000715,CUST_000420,enterprise,99,2023-12-17,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000716,CUST_001686,basic,29,2023-12-18,2024-02-29,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000717,CUST_001244,enterprise,29,2023-12-19,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000718,CUST_001876,premium,299,2023-12-20,2024-02-11,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000719,CUST_000495,basic,99,2023-12-21,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000720,CUST_001260,basic,299,2023-12-22,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000721,CUST_000236,premium,299,2023-12-23,2024-11-19,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000722,CUST_001008,basic,29,2023-12-24,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000723,CUST_000218,basic,99,2023-12-25,2024-05-21,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000724,CUST_001510,premium,29,2023-12-26,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000725,CUST_001959,basic,29,2023-12-27,2025-06-12,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000726,CUST_000460,basic,99,2023-12-28,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000727,CUST_000662,premium,29,2023-12-29,2024-12-11,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000728,CUST_000634,enterprise,99,2023-12-30,2024-08-20,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000729,CUST_001167,premium,99,2023-12-31,2025-05-12,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000730,CUST_000989,basic,29,2024-01-01,2024-12-09,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000731,CUST_000188,premium,29,2024-01-02,2024-02-22,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000732,CUST_000254,basic,299,2024-01-03,2025-01-03,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000733,CUST_000067,basic,29,2024-01-04,2025-06-24,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000734,CUST_000615,premium,99,2024-01-05,2024-09-05,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000735,CUST_000335,basic,299,2024-01-06,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000736,CUST_000670,enterprise,99,2024-01-07,2025-06-16,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000737,CUST_000820,basic,299,2024-01-08,2024-09-09,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000738,CUST_000873,premium,29,2024-01-09,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000739,CUST_001432,enterprise,29,2024-01-10,2025-01-15,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000740,CUST_000299,enterprise,29,2024-01-11,2025-04-03,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000741,CUST_001931,basic,99,2024-01-12,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000742,CUST_001625,premium,299,2024-01-13,2024-04-18,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000743,CUST_000356,basic,99,2024-01-14,2025-07-27,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000744,CUST_000255,basic,299,2024-01-15,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000745,CUST_001007,premium,29,2024-01-16,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000746,CUST_000352,premium,99,2024-01-17,2024-06-14,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000747,CUST_001755,basic,29,2024-01-18,2024-12-07,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000748,CUST_001544,enterprise,99,2024-01-19,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000749,CUST_000523,basic,29,2024-01-20,,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000750,CUST_001860,enterprise,99,2024-01-21,,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000751,CUST_000949,basic,99,2024-01-22,2024-04-23,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000752,CUST_000755,premium,299,2024-01-23,2025-04-02,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000753,CUST_001717,enterprise,29,2024-01-24,,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000754,CUST_000283,premium,299,2024-01-25,2024-03-22,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000755,CUST_001335,premium,299,2024-01-26,2025-05-09,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000756,CUST_000098,premium,29,2024-01-27,2025-02-13,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000757,CUST_000196,premium,99,2024-01-28,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000758,CUST_000481,premium,299,2024-01-29,2024-07-27,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000759,CUST_000877,basic,29,2024-01-30,2024-08-18,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000760,CUST_001249,enterprise,99,2024-01-31,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000761,CUST_001868,basic,299,2024-02-01,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000762,CUST_000614,basic,299,2024-02-02,2024-10-14,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000763,CUST_000617,basic,299,2024-02-03,2025-06-03,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000764,CUST_001388,premium,99,2024-02-04,2024-12-28,False,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000765,CUST_000367,basic,299,2024-02-05,2024-03-02,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000766,CUST_000569,enterprise,99,2024-02-06,2025-01-15,True,credit_card,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000767,CUST_000589,basic,299,2024-02-07,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000768,CUST_001098,premium,29,2024-02-08,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000769,CUST_001065,enterprise,299,2024-02-09,,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000770,CUST_000421,enterprise,29,2024-02-10,2024-02-18,False,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000771,CUST_000835,enterprise,29,2024-02-11,2024-03-07,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000772,CUST_001204,enterprise,29,2024-02-12,2024-08-02,True,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000773,CUST_000544,basic,99,2024-02-13,,True,paypal,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
SUB_000774,CUST_000070,premium,29,2024-02-14,,False,invoice,2025-06-19 17:50:02.583162,2025-06-19 17:50:02.583187
