interaction_id,customer_id,interaction_date,interaction_type,category,priority,resolution_time_hours,satisfaction_score,resolved
INT_000576,CUST_000791,2023-06-25 00:00:00,chat,account,low,4.14403871424792,3,True
INT_000577,CUST_000244,2023-06-25 01:00:00,email,account,high,18.3551281498571,1,False
INT_000578,CUST_000862,2023-06-25 02:00:00,chat,technical,low,0.4159897996534259,2,True
INT_000579,CUST_001413,2023-06-25 03:00:00,email,billing,low,7.010087878343349,2,False
INT_000580,CUST_000418,2023-06-25 04:00:00,email,technical,high,6.514746901340117,2,True
INT_000581,CUST_000876,2023-06-25 05:00:00,chat,onboarding,medium,2.799204074153213,3,True
INT_000582,CUST_001420,2023-06-25 06:00:00,email,onboarding,medium,6.477451325167932,5,True
INT_000583,CUST_001064,2023-06-25 07:00:00,email,billing,medium,4.017393360658823,3,False
INT_000584,CUST_000483,2023-06-25 08:00:00,email,account,high,6.726990087227104,2,False
INT_000585,CUST_000604,2023-06-25 09:00:00,phone,account,low,1.331091891509268,4,True
INT_000586,CUST_000877,2023-06-25 10:00:00,chat,billing,high,5.899504673793393,2,False
INT_000587,CUST_001693,2023-06-25 11:00:00,email,billing,medium,12.564958868847425,1,True
INT_000588,CUST_001869,2023-06-25 12:00:00,chat,billing,medium,24.396168468274624,1,True
INT_000589,CUST_001557,2023-06-25 13:00:00,email,account,low,11.49153414428241,1,False
INT_000590,CUST_001435,2023-06-25 14:00:00,phone,technical,medium,19.70709987931521,2,True
INT_000591,CUST_001358,2023-06-25 15:00:00,phone,billing,high,0.8231030007988139,5,True
INT_000592,CUST_001797,2023-06-25 16:00:00,chat,billing,high,9.669703100268158,1,True
INT_000593,CUST_001319,2023-06-25 17:00:00,phone,onboarding,medium,0.8548390739940558,4,True
INT_000594,CUST_001658,2023-06-25 18:00:00,phone,technical,medium,4.624610390516352,2,False
INT_000595,CUST_001855,2023-06-25 19:00:00,chat,billing,medium,21.57131414549982,3,False
INT_000596,CUST_000169,2023-06-25 20:00:00,chat,account,low,8.025101793556935,3,False
INT_000597,CUST_001647,2023-06-25 21:00:00,email,technical,low,7.891320162714482,3,True
INT_000598,CUST_000525,2023-06-25 22:00:00,chat,account,medium,3.1357169702412575,3,True
INT_000599,CUST_000619,2023-06-25 23:00:00,email,onboarding,low,3.7523364034380347,2,False
INT_000600,CUST_000231,2023-06-26 00:00:00,chat,billing,medium,22.304720457287672,1,False
INT_000601,CUST_001722,2023-06-26 01:00:00,email,billing,medium,3.4498816117869224,2,False
INT_000602,CUST_001146,2023-06-26 02:00:00,phone,onboarding,medium,2.2200085961448695,4,True
INT_000603,CUST_000987,2023-06-26 03:00:00,phone,technical,medium,3.199099610078275,4,True
INT_000604,CUST_001077,2023-06-26 04:00:00,email,account,medium,4.231028853528576,3,True
INT_000605,CUST_001885,2023-06-26 05:00:00,email,onboarding,medium,12.371965637352861,2,True
INT_000606,CUST_000413,2023-06-26 06:00:00,chat,technical,low,23.299079198697985,3,False
INT_000607,CUST_000000,2023-06-26 07:00:00,phone,billing,medium,4.201915165297075,4,True
INT_000608,CUST_001479,2023-06-26 08:00:00,chat,onboarding,high,0.5874491558318405,1,False
INT_000609,CUST_001814,2023-06-26 09:00:00,email,account,medium,6.668755750510579,2,False
INT_000610,CUST_001444,2023-06-26 10:00:00,email,onboarding,low,35.951554830884895,3,True
INT_000611,CUST_001996,2023-06-26 11:00:00,email,billing,high,0.26094966527963176,3,True
INT_000612,CUST_000940,2023-06-26 12:00:00,phone,technical,medium,6.835523164345576,1,False
INT_000613,CUST_001303,2023-06-26 13:00:00,chat,account,medium,18.966216686992027,2,False
INT_000614,CUST_001237,2023-06-26 14:00:00,phone,account,high,22.226055868946393,5,True
INT_000615,CUST_000000,2023-06-26 15:00:00,chat,onboarding,low,10.125042438487702,5,False
INT_000616,CUST_000259,2023-06-26 16:00:00,email,technical,medium,0.16281555050795138,5,True
INT_000617,CUST_000108,2023-06-26 17:00:00,email,technical,medium,3.5397257292192137,3,True
INT_000618,CUST_001168,2023-06-26 18:00:00,chat,technical,low,2.9862147894232804,3,False
INT_000619,CUST_000201,2023-06-26 19:00:00,phone,onboarding,medium,10.563396863485053,2,True
INT_000620,CUST_001520,2023-06-26 20:00:00,email,technical,medium,33.63264779553178,2,True
INT_000621,CUST_000757,2023-06-26 21:00:00,phone,account,low,9.728925410296146,2,True
INT_000622,CUST_000336,2023-06-26 22:00:00,phone,account,high,1.8910626697995083,5,False
INT_000623,CUST_001143,2023-06-26 23:00:00,chat,billing,low,6.439553033729933,4,False
INT_000624,CUST_000938,2023-06-27 00:00:00,chat,account,medium,0.8874408950729651,1,True
INT_000625,CUST_001233,2023-06-27 01:00:00,chat,onboarding,low,2.1292503893073054,1,True
INT_000626,CUST_000354,2023-06-27 02:00:00,phone,technical,high,4.790371370814618,5,True
INT_000627,CUST_001138,2023-06-27 03:00:00,email,account,low,7.6288288935271344,4,False
INT_000628,CUST_001171,2023-06-27 04:00:00,chat,account,low,1.1898748962147458,3,False
INT_000629,CUST_000588,2023-06-27 05:00:00,phone,billing,high,1.9385908137831496,5,True
INT_000630,CUST_001735,2023-06-27 06:00:00,chat,onboarding,low,7.327132477202066,1,True
INT_000631,CUST_000764,2023-06-27 07:00:00,chat,onboarding,high,17.970431842532385,4,False
INT_000632,CUST_000866,2023-06-27 08:00:00,phone,account,medium,15.294614361014201,3,True
INT_000633,CUST_000288,2023-06-27 09:00:00,phone,onboarding,medium,4.8626768662913,2,False
INT_000634,CUST_001275,2023-06-27 10:00:00,chat,technical,high,0.9724686031334293,1,False
INT_000635,CUST_001106,2023-06-27 11:00:00,chat,onboarding,high,15.950264370921147,4,True
INT_000636,CUST_000619,2023-06-27 12:00:00,chat,billing,medium,6.456001343515365,1,True
INT_000637,CUST_000824,2023-06-27 13:00:00,chat,billing,medium,3.3816024692042825,5,True
INT_000638,CUST_001848,2023-06-27 14:00:00,chat,technical,low,7.390770909515285,5,True
INT_000639,CUST_000024,2023-06-27 15:00:00,email,onboarding,low,8.673380142589211,3,False
INT_000640,CUST_000563,2023-06-27 16:00:00,chat,billing,low,3.5893092971664284,5,False
INT_000641,CUST_000697,2023-06-27 17:00:00,email,onboarding,high,9.674488614709528,2,True
INT_000642,CUST_001464,2023-06-27 18:00:00,email,billing,high,0.13003428291356883,4,False
INT_000643,CUST_000321,2023-06-27 19:00:00,email,onboarding,medium,3.6328702357692,5,False
INT_000644,CUST_001349,2023-06-27 20:00:00,email,onboarding,medium,29.972971678181032,1,True
INT_000645,CUST_001826,2023-06-27 21:00:00,chat,technical,medium,16.780291902936423,3,True
INT_000646,CUST_000961,2023-06-27 22:00:00,phone,technical,medium,0.11830641353112967,4,False
INT_000647,CUST_000071,2023-06-27 23:00:00,chat,onboarding,low,8.612753950382105,3,False
INT_000648,CUST_000775,2023-06-28 00:00:00,chat,technical,high,16.04896545189685,5,False
INT_000649,CUST_000995,2023-06-28 01:00:00,email,account,medium,3.306026373944741,2,True
INT_000650,CUST_001837,2023-06-28 02:00:00,email,technical,medium,8.432789971005276,1,True
INT_000651,CUST_000742,2023-06-28 03:00:00,phone,onboarding,medium,14.680374644615181,2,True
INT_000652,CUST_000701,2023-06-28 04:00:00,email,technical,low,2.7751261003466867,5,False
INT_000653,CUST_001385,2023-06-28 05:00:00,chat,onboarding,high,14.936867850852806,5,True
INT_000654,CUST_000886,2023-06-28 06:00:00,chat,account,low,12.88449287218279,4,True
INT_000655,CUST_000355,2023-06-28 07:00:00,chat,billing,medium,2.0025367486316394,1,True
INT_000656,CUST_001880,2023-06-28 08:00:00,email,onboarding,low,4.801280656983841,5,True
INT_000657,CUST_000737,2023-06-28 09:00:00,phone,onboarding,low,15.112652562372986,5,False
INT_000658,CUST_001502,2023-06-28 10:00:00,chat,account,low,10.083396271759552,2,False
INT_000659,CUST_000464,2023-06-28 11:00:00,phone,onboarding,low,7.157613314606786,2,True
INT_000660,CUST_000063,2023-06-28 12:00:00,phone,onboarding,medium,4.937532608549667,2,True
INT_000661,CUST_000797,2023-06-28 13:00:00,chat,onboarding,low,4.057575847234586,1,False
INT_000662,CUST_001914,2023-06-28 14:00:00,chat,technical,low,6.173460792997771,1,False
INT_000663,CUST_001948,2023-06-28 15:00:00,phone,billing,low,5.385467330291743,2,False
INT_000664,CUST_001965,2023-06-28 16:00:00,chat,technical,low,2.50059100001999,3,False
INT_000665,CUST_000946,2023-06-28 17:00:00,phone,account,medium,16.20146657305801,2,True
INT_000666,CUST_000085,2023-06-28 18:00:00,phone,onboarding,high,37.50349504246668,1,False
INT_000667,CUST_000036,2023-06-28 19:00:00,email,onboarding,medium,6.8443467380611,1,True
INT_000668,CUST_001810,2023-06-28 20:00:00,phone,onboarding,high,37.59368936043312,3,True
INT_000669,CUST_001359,2023-06-28 21:00:00,chat,onboarding,medium,4.548302408500239,1,False
INT_000670,CUST_000643,2023-06-28 22:00:00,chat,account,high,4.166038995075892,3,True
INT_000671,CUST_001845,2023-06-28 23:00:00,chat,technical,low,23.271079739176432,5,False
INT_000672,CUST_001587,2023-06-29 00:00:00,phone,technical,medium,33.0022247559194,3,True
INT_000673,CUST_001445,2023-06-29 01:00:00,chat,technical,medium,3.174977049018614,2,True
INT_000674,CUST_000888,2023-06-29 02:00:00,email,technical,low,26.20583569957602,1,True
INT_000675,CUST_001635,2023-06-29 03:00:00,chat,technical,medium,1.4014914159839218,4,True
INT_000676,CUST_001152,2023-06-29 04:00:00,chat,account,high,11.139704439078091,5,False
INT_000677,CUST_001569,2023-06-29 05:00:00,phone,technical,high,21.560710050003852,2,False
INT_000678,CUST_001822,2023-06-29 06:00:00,chat,account,high,5.251525941707237,4,False
INT_000679,CUST_000546,2023-06-29 07:00:00,email,billing,medium,1.6455311971264244,5,True
INT_000680,CUST_001132,2023-06-29 08:00:00,phone,account,high,22.723305471227526,1,False
INT_000681,CUST_000138,2023-06-29 09:00:00,phone,account,low,14.842962311969774,5,True
INT_000682,CUST_000634,2023-06-29 10:00:00,phone,account,high,0.6393023223101095,1,False
INT_000683,CUST_001297,2023-06-29 11:00:00,chat,technical,high,5.659745694819823,3,False
INT_000684,CUST_000325,2023-06-29 12:00:00,chat,onboarding,low,12.909889438257755,4,True
INT_000685,CUST_000245,2023-06-29 13:00:00,phone,account,high,6.616502264590776,4,False
INT_000686,CUST_001195,2023-06-29 14:00:00,email,onboarding,medium,24.839835708669003,4,False
INT_000687,CUST_000728,2023-06-29 15:00:00,email,onboarding,medium,0.38915647981135815,2,True
INT_000688,CUST_001066,2023-06-29 16:00:00,email,account,medium,12.541831909529186,3,False
INT_000689,CUST_000074,2023-06-29 17:00:00,chat,technical,high,27.442713926391114,5,True
INT_000690,CUST_000802,2023-06-29 18:00:00,phone,account,low,2.84308208613072,2,False
INT_000691,CUST_001677,2023-06-29 19:00:00,phone,technical,low,13.71762855336652,2,False
INT_000692,CUST_000606,2023-06-29 20:00:00,chat,billing,medium,4.579782363243608,4,True
INT_000693,CUST_001885,2023-06-29 21:00:00,chat,onboarding,low,4.091013975505289,2,True
INT_000694,CUST_000212,2023-06-29 22:00:00,email,account,high,7.3897392189130855,2,False
INT_000695,CUST_001072,2023-06-29 23:00:00,chat,onboarding,low,9.879215425360528,4,False
INT_000696,CUST_000834,2023-06-30 00:00:00,chat,account,high,11.48813388989354,4,False
INT_000697,CUST_000724,2023-06-30 01:00:00,phone,billing,medium,6.552477781935744,1,True
INT_000698,CUST_001110,2023-06-30 02:00:00,email,onboarding,medium,26.178693998210974,5,True
INT_000699,CUST_001033,2023-06-30 03:00:00,phone,account,medium,2.494347065934728,2,True
INT_000700,CUST_001723,2023-06-30 04:00:00,phone,account,medium,18.664944794517325,2,True
INT_000701,CUST_000031,2023-06-30 05:00:00,phone,onboarding,medium,18.233275327319113,5,True
INT_000702,CUST_001919,2023-06-30 06:00:00,phone,account,medium,1.3797022850370755,1,True
INT_000703,CUST_001249,2023-06-30 07:00:00,phone,billing,medium,4.593073842924104,3,False
INT_000704,CUST_001080,2023-06-30 08:00:00,email,billing,low,8.15512376581793,1,True
INT_000705,CUST_001098,2023-06-30 09:00:00,phone,onboarding,high,13.34314311657147,1,True
INT_000706,CUST_001242,2023-06-30 10:00:00,chat,billing,high,22.784604782297507,3,False
INT_000707,CUST_000028,2023-06-30 11:00:00,email,billing,high,34.89689974917762,4,True
INT_000708,CUST_000578,2023-06-30 12:00:00,phone,technical,high,3.3365403954789703,5,True
INT_000709,CUST_001303,2023-06-30 13:00:00,chat,account,low,11.852305812798773,1,True
INT_000710,CUST_001178,2023-06-30 14:00:00,phone,technical,medium,14.62552439923681,4,True
INT_000711,CUST_001231,2023-06-30 15:00:00,chat,account,medium,5.323921675400403,3,True
INT_000712,CUST_001294,2023-06-30 16:00:00,phone,account,medium,2.759978634367968,5,True
INT_000713,CUST_000338,2023-06-30 17:00:00,email,account,medium,13.615195002898208,2,False
INT_000714,CUST_001390,2023-06-30 18:00:00,chat,billing,low,5.19907222992153,3,False
INT_000715,CUST_001051,2023-06-30 19:00:00,email,technical,high,2.1078507521979937,4,False
INT_000716,CUST_000107,2023-06-30 20:00:00,email,onboarding,low,0.1914884560472046,1,True
INT_000717,CUST_000837,2023-06-30 21:00:00,phone,onboarding,low,4.757907706953487,2,True
INT_000718,CUST_001142,2023-06-30 22:00:00,phone,account,medium,2.1962402726259542,1,False
INT_000719,CUST_001920,2023-06-30 23:00:00,email,onboarding,medium,10.46744712088121,1,True
INT_000720,CUST_000000,2023-07-01 00:00:00,phone,account,high,14.489711785784277,2,False
INT_000721,CUST_000357,2023-07-01 01:00:00,email,technical,medium,2.1730465905508094,4,True
INT_000722,CUST_000403,2023-07-01 02:00:00,phone,onboarding,high,33.52401790442607,4,True
INT_000723,CUST_001022,2023-07-01 03:00:00,phone,technical,high,2.1349723785089365,3,False
INT_000724,CUST_000966,2023-07-01 04:00:00,phone,billing,medium,3.7009189300162397,4,False
INT_000725,CUST_000795,2023-07-01 05:00:00,phone,billing,medium,5.046142352690287,4,False
INT_000726,CUST_000001,2023-07-01 06:00:00,phone,account,medium,12.639693125102749,4,False
INT_000727,CUST_000816,2023-07-01 07:00:00,phone,account,high,18.407434372142898,1,True
INT_000728,CUST_001348,2023-07-01 08:00:00,chat,billing,high,8.422940413254551,1,True
INT_000729,CUST_000115,2023-07-01 09:00:00,phone,technical,high,0.8614670798063353,2,True
INT_000730,CUST_001341,2023-07-01 10:00:00,phone,technical,medium,23.50841213328077,5,False
INT_000731,CUST_000134,2023-07-01 11:00:00,email,account,high,3.133635796720206,2,False
INT_000732,CUST_001019,2023-07-01 12:00:00,phone,onboarding,high,10.545624801642546,1,False
INT_000733,CUST_001671,2023-07-01 13:00:00,chat,technical,low,17.502381440832607,5,True
INT_000734,CUST_001450,2023-07-01 14:00:00,chat,account,high,19.92239355046767,2,False
INT_000735,CUST_001712,2023-07-01 15:00:00,phone,billing,medium,2.032659362023919,4,False
INT_000736,CUST_000111,2023-07-01 16:00:00,email,onboarding,high,0.031841029470807095,2,False
INT_000737,CUST_001115,2023-07-01 17:00:00,chat,billing,low,28.90554236711514,3,True
INT_000738,CUST_001959,2023-07-01 18:00:00,chat,account,low,4.258257384907234,3,False
INT_000739,CUST_001149,2023-07-01 19:00:00,chat,billing,high,8.819202668700814,3,True
INT_000740,CUST_001432,2023-07-01 20:00:00,phone,billing,high,16.264397255196425,1,False
INT_000741,CUST_001727,2023-07-01 21:00:00,chat,onboarding,low,3.6127168287878146,5,True
INT_000742,CUST_000877,2023-07-01 22:00:00,chat,account,high,45.38593674922164,2,False
INT_000743,CUST_001686,2023-07-01 23:00:00,chat,technical,medium,0.7388656557993429,5,False
INT_000744,CUST_000954,2023-07-02 00:00:00,chat,onboarding,low,4.7372558955079,4,True
INT_000745,CUST_000085,2023-07-02 01:00:00,chat,onboarding,high,2.6268119823650977,1,True
INT_000746,CUST_000152,2023-07-02 02:00:00,email,billing,low,1.598431141138695,3,False
INT_000747,CUST_001920,2023-07-02 03:00:00,phone,billing,high,4.290368985465394,2,False
INT_000748,CUST_001184,2023-07-02 04:00:00,email,onboarding,low,4.948257019028043,4,True
INT_000749,CUST_000608,2023-07-02 05:00:00,phone,billing,low,18.888825147655528,2,True
INT_000750,CUST_001388,2023-07-02 06:00:00,phone,account,medium,11.609867055211332,3,True
INT_000751,CUST_001165,2023-07-02 07:00:00,chat,technical,high,13.902414209806688,1,True
INT_000752,CUST_000128,2023-07-02 08:00:00,phone,technical,low,10.469094423802455,3,True
INT_000753,CUST_001972,2023-07-02 09:00:00,email,account,low,11.3610371570279,4,False
INT_000754,CUST_001787,2023-07-02 10:00:00,email,technical,medium,2.776479607583724,4,True
INT_000755,CUST_000054,2023-07-02 11:00:00,email,technical,high,13.084670453422794,1,True
INT_000756,CUST_000358,2023-07-02 12:00:00,chat,onboarding,medium,8.836211658782737,5,True
INT_000757,CUST_000151,2023-07-02 13:00:00,email,billing,high,14.79654984528043,1,True
INT_000758,CUST_000139,2023-07-02 14:00:00,chat,technical,medium,4.711083427200396,1,True
INT_000759,CUST_001548,2023-07-02 15:00:00,email,billing,low,3.9988039994846414,4,False
INT_000760,CUST_001814,2023-07-02 16:00:00,phone,account,medium,1.7040085843259813,3,False
INT_000761,CUST_001219,2023-07-02 17:00:00,phone,billing,high,8.334479393391991,2,True
INT_000762,CUST_001953,2023-07-02 18:00:00,chat,onboarding,low,3.9320921178969432,1,True
INT_000763,CUST_001253,2023-07-02 19:00:00,phone,onboarding,low,12.617589425739693,2,False
INT_000764,CUST_000922,2023-07-02 20:00:00,email,technical,high,17.25193505666035,4,True
INT_000765,CUST_000607,2023-07-02 21:00:00,chat,technical,low,15.554074856851095,2,True
INT_000766,CUST_001386,2023-07-02 22:00:00,chat,account,high,9.524271727496092,5,False
INT_000767,CUST_001498,2023-07-02 23:00:00,email,account,medium,1.550158935229429,2,False
INT_000768,CUST_001210,2023-07-03 00:00:00,chat,billing,high,5.971613729306629,4,False
INT_000769,CUST_001403,2023-07-03 01:00:00,email,onboarding,medium,17.72011228255411,2,True
INT_000770,CUST_001274,2023-07-03 02:00:00,phone,onboarding,low,10.223737902373353,5,False
INT_000771,CUST_000704,2023-07-03 03:00:00,phone,billing,high,10.110488545257997,1,False
INT_000772,CUST_001332,2023-07-03 04:00:00,email,onboarding,low,13.606699349164318,5,False
INT_000773,CUST_001163,2023-07-03 05:00:00,email,billing,medium,1.380022194753344,1,False
INT_000774,CUST_001542,2023-07-03 06:00:00,chat,billing,medium,11.129012885886755,5,False
INT_000775,CUST_000870,2023-07-03 07:00:00,email,account,low,3.1468417371293493,4,True
INT_000776,CUST_000957,2023-07-03 08:00:00,chat,onboarding,low,8.95961056488835,5,False
INT_000777,CUST_001990,2023-07-03 09:00:00,phone,onboarding,high,9.151991613890706,4,True
INT_000778,CUST_000434,2023-07-03 10:00:00,email,account,low,1.9982485096725155,4,False
INT_000779,CUST_000975,2023-07-03 11:00:00,phone,technical,medium,11.152152094254985,5,False
INT_000780,CUST_001499,2023-07-03 12:00:00,chat,account,high,12.362623463131083,2,False
INT_000781,CUST_001074,2023-07-03 13:00:00,email,billing,low,5.372915608934985,4,True
INT_000782,CUST_001965,2023-07-03 14:00:00,email,account,high,8.608611079184836,3,True
INT_000783,CUST_001073,2023-07-03 15:00:00,phone,onboarding,medium,4.585477641797436,2,True
INT_000784,CUST_001463,2023-07-03 16:00:00,email,technical,medium,19.15681745599652,2,True
INT_000785,CUST_000062,2023-07-03 17:00:00,chat,billing,low,10.412287252064328,5,False
INT_000786,CUST_001129,2023-07-03 18:00:00,phone,technical,medium,7.837138441252696,2,False
INT_000787,CUST_001151,2023-07-03 19:00:00,email,account,high,28.703600508179505,3,False
INT_000788,CUST_001323,2023-07-03 20:00:00,email,account,high,14.435398829144948,5,False
INT_000789,CUST_000481,2023-07-03 21:00:00,chat,technical,low,3.625691916352063,3,False
INT_000790,CUST_000136,2023-07-03 22:00:00,phone,billing,low,1.613015541421352,1,True
INT_000791,CUST_000744,2023-07-03 23:00:00,chat,technical,medium,0.3372834978820193,1,True
INT_000792,CUST_000932,2023-07-04 00:00:00,chat,technical,high,8.181564007530508,4,False
INT_000793,CUST_001237,2023-07-04 01:00:00,phone,billing,low,2.697628058790291,2,False
INT_000794,CUST_000561,2023-07-04 02:00:00,phone,account,medium,19.36401264671096,3,False
INT_000795,CUST_000118,2023-07-04 03:00:00,chat,billing,high,0.05927955706773913,5,True
INT_000796,CUST_000203,2023-07-04 04:00:00,phone,onboarding,high,1.7311217117801891,1,True
INT_000797,CUST_001350,2023-07-04 05:00:00,email,technical,high,4.61363573796391,5,False
INT_000798,CUST_001003,2023-07-04 06:00:00,email,account,low,11.594261600692885,3,True
INT_000799,CUST_000473,2023-07-04 07:00:00,phone,billing,low,7.8863164782440895,2,True
INT_000800,CUST_000164,2023-07-04 08:00:00,phone,account,high,4.037885112422441,1,False
INT_000801,CUST_001914,2023-07-04 09:00:00,chat,billing,low,2.7188125598093653,4,True
INT_000802,CUST_001477,2023-07-04 10:00:00,email,billing,high,2.6090478227780562,3,False
INT_000803,CUST_000346,2023-07-04 11:00:00,chat,account,high,17.49245589311544,5,False
INT_000804,CUST_001434,2023-07-04 12:00:00,email,account,medium,3.655285852911168,2,False
INT_000805,CUST_001692,2023-07-04 13:00:00,email,technical,low,23.62094974268157,1,False
INT_000806,CUST_000289,2023-07-04 14:00:00,phone,account,low,0.2626240838261283,3,False
INT_000807,CUST_000611,2023-07-04 15:00:00,chat,onboarding,low,0.4055675922771662,1,True
INT_000808,CUST_000606,2023-07-04 16:00:00,email,account,high,57.86201209273066,3,False
INT_000809,CUST_001084,2023-07-04 17:00:00,phone,account,low,9.562972828304332,1,False
INT_000810,CUST_001910,2023-07-04 18:00:00,phone,billing,medium,32.05025628596618,1,True
INT_000811,CUST_000732,2023-07-04 19:00:00,chat,onboarding,low,2.002169573972064,2,False
INT_000812,CUST_000981,2023-07-04 20:00:00,phone,onboarding,high,21.083651299789288,5,False
INT_000813,CUST_000710,2023-07-04 21:00:00,phone,onboarding,high,10.858355112086194,2,True
INT_000814,CUST_000056,2023-07-04 22:00:00,chat,onboarding,high,2.3139007228679214,3,False
INT_000815,CUST_000968,2023-07-04 23:00:00,phone,onboarding,low,15.027924525847203,4,False
INT_000816,CUST_001553,2023-07-05 00:00:00,phone,billing,high,5.006387700862702,5,False
INT_000817,CUST_000011,2023-07-05 01:00:00,chat,technical,low,7.232769104235999,4,True
INT_000818,CUST_000466,2023-07-05 02:00:00,email,account,high,24.516611390463353,1,True
INT_000819,CUST_001986,2023-07-05 03:00:00,email,account,high,4.628326424891443,1,False
INT_000820,CUST_001023,2023-07-05 04:00:00,chat,account,low,7.633693850782445,4,True
INT_000821,CUST_000543,2023-07-05 05:00:00,chat,technical,medium,3.3509873393797784,4,False
INT_000822,CUST_000967,2023-07-05 06:00:00,email,billing,medium,6.118045845516463,5,False
INT_000823,CUST_000961,2023-07-05 07:00:00,phone,onboarding,high,2.6066295354609537,5,False
INT_000824,CUST_001033,2023-07-05 08:00:00,chat,billing,low,10.798307185083,3,False
INT_000825,CUST_000312,2023-07-05 09:00:00,chat,technical,low,6.295325599936979,3,False
INT_000826,CUST_001634,2023-07-05 10:00:00,phone,account,medium,14.02710420316762,2,True
INT_000827,CUST_000650,2023-07-05 11:00:00,phone,account,medium,20.28196274780258,2,True
INT_000828,CUST_001243,2023-07-05 12:00:00,chat,onboarding,low,9.617057020026763,1,True
INT_000829,CUST_001103,2023-07-05 13:00:00,email,technical,high,1.5406406917733984,1,True
INT_000830,CUST_000818,2023-07-05 14:00:00,phone,billing,low,5.163069718699109,1,False
INT_000831,CUST_001917,2023-07-05 15:00:00,chat,technical,high,2.584934359142128,2,False
INT_000832,CUST_001009,2023-07-05 16:00:00,phone,billing,low,23.633851401219218,5,True
INT_000833,CUST_000680,2023-07-05 17:00:00,email,technical,low,6.470603965539155,4,True
INT_000834,CUST_000164,2023-07-05 18:00:00,email,billing,low,4.391309186576209,3,True
INT_000835,CUST_001630,2023-07-05 19:00:00,email,account,high,21.066159632482993,3,False
INT_000836,CUST_001533,2023-07-05 20:00:00,chat,technical,high,6.288932082111938,2,True
INT_000837,CUST_001818,2023-07-05 21:00:00,phone,billing,low,3.8678283111175626,2,True
INT_000838,CUST_001183,2023-07-05 22:00:00,phone,account,high,42.90920675560428,4,True
INT_000839,CUST_001135,2023-07-05 23:00:00,chat,account,medium,2.6415504589293715,2,True
INT_000840,CUST_000031,2023-07-06 00:00:00,phone,billing,low,5.11472572138841,3,True
INT_000841,CUST_001479,2023-07-06 01:00:00,phone,account,low,12.150258694455056,2,False
INT_000842,CUST_001282,2023-07-06 02:00:00,email,technical,medium,4.022124688705246,3,False
INT_000843,CUST_000767,2023-07-06 03:00:00,email,account,high,7.065559870930038,1,True
INT_000844,CUST_000502,2023-07-06 04:00:00,chat,technical,low,0.22094998140981292,1,True
INT_000845,CUST_001508,2023-07-06 05:00:00,chat,account,high,2.5111483878688863,4,True
INT_000846,CUST_000957,2023-07-06 06:00:00,chat,account,medium,17.351514711496115,2,False
INT_000847,CUST_000461,2023-07-06 07:00:00,chat,onboarding,high,1.068851035674303,1,False
INT_000848,CUST_001612,2023-07-06 08:00:00,email,billing,high,8.547663533023082,3,False
INT_000849,CUST_000459,2023-07-06 09:00:00,email,account,high,2.422375438037419,4,False
INT_000850,CUST_001253,2023-07-06 10:00:00,phone,technical,low,5.661019050996517,5,False
INT_000851,CUST_000849,2023-07-06 11:00:00,email,billing,low,12.9425174414303,3,False
INT_000852,CUST_000386,2023-07-06 12:00:00,chat,technical,medium,5.94833958331512,5,True
INT_000853,CUST_000516,2023-07-06 13:00:00,email,billing,high,6.863887376929494,1,True
INT_000854,CUST_001224,2023-07-06 14:00:00,chat,onboarding,low,36.57727933859844,3,False
INT_000855,CUST_000260,2023-07-06 15:00:00,phone,onboarding,low,1.9791824298182126,3,False
INT_000856,CUST_000678,2023-07-06 16:00:00,phone,technical,high,9.841491886710935,5,False
INT_000857,CUST_000957,2023-07-06 17:00:00,phone,account,medium,2.304552301275874,5,False
INT_000858,CUST_001326,2023-07-06 18:00:00,chat,billing,low,19.067116161822174,2,False
INT_000859,CUST_001844,2023-07-06 19:00:00,email,billing,medium,12.027724843013807,2,False
INT_000860,CUST_000846,2023-07-06 20:00:00,chat,onboarding,low,15.351571811575589,5,False
INT_000861,CUST_000753,2023-07-06 21:00:00,email,billing,medium,13.812097886469129,5,False
INT_000862,CUST_001842,2023-07-06 22:00:00,email,billing,low,3.18905132250506,5,False
INT_000863,CUST_001877,2023-07-06 23:00:00,email,account,low,12.73696388317424,5,True
INT_000864,CUST_000222,2023-07-07 00:00:00,phone,technical,medium,6.08783596266089,4,True
INT_000865,CUST_001876,2023-07-07 01:00:00,chat,account,medium,4.885103609630066,3,False
INT_000866,CUST_000580,2023-07-07 02:00:00,chat,onboarding,medium,4.484696528671421,4,False
INT_000867,CUST_000159,2023-07-07 03:00:00,chat,account,low,11.783111271205883,3,False
INT_000868,CUST_001290,2023-07-07 04:00:00,chat,billing,medium,8.151441446156502,1,False
INT_000869,CUST_001359,2023-07-07 05:00:00,chat,onboarding,low,5.600702648124497,1,True
INT_000870,CUST_000793,2023-07-07 06:00:00,chat,onboarding,high,17.781026694678527,5,False
INT_000871,CUST_001338,2023-07-07 07:00:00,email,billing,high,12.724775215638743,2,False
INT_000872,CUST_000607,2023-07-07 08:00:00,email,billing,medium,1.1812350266497904,5,False
INT_000873,CUST_001758,2023-07-07 09:00:00,phone,billing,low,3.9610971163415694,4,True
INT_000874,CUST_000079,2023-07-07 10:00:00,phone,technical,high,14.990387069287262,4,True
INT_000875,CUST_001145,2023-07-07 11:00:00,email,onboarding,high,10.536370643695873,3,False
